column1,Date,Headline
10755,2012-02-02,Europe Factors-Shares to edge higher; Deutsche Bank seen down
10756,2012-02-01,European shares rally to 6-mth high on economic data
10757,2012-02-01,European shares hit six-month high
10758,2012-02-01,European shares hit new 6-mnth high after ISM data
10759,2012-02-01,European shares hit six-month high on Greek hopes
10760,2012-02-01,European shares rise on Greece optimism
10761,2012-02-01,Banks lead Europe shares higher on Greek debt hopes
10762,2012-02-01,European shares rise after positive Chinese data
10763,2012-02-01,European Factors-Shares set to inch higher early on China data
10764,2012-02-01,European stock index futures signal slight gains
10765,2012-02-01,Spreadbetters see Europe stocks rising early
10766,2012-01-31,European shares rise on euro zone hopes
10767,2012-01-31,European shares rise on Greek debt deal optimism
10768,2012-01-31,European shares pare gains on weaker U.S. data
10769,2012-01-31,European shares resume rally; Portugal stocks lag
10770,2012-01-31,European shares on track for best month gain since Oct
10771,2012-01-31,European shares rise on Greek debt talk hopes
10772,2012-01-31,Europe Factors-Shares seen rebounding as Greece nears deal
10773,2012-01-31,European shares to bounce back on Greece deal hopes
10774,2012-01-30,Banks push European shares to 2-week closing low
10775,2012-01-30,European shares at 2-wk closing low, cyclicals hit
10776,2012-01-30,Banks lead European shares down on Greece uncertainty
10777,2012-01-30,European shares fall as banks hit by Greece fears
10778,2012-01-30,European shares fall as Greece, EU summit eyed
10779,2012-01-30,Europe Factors-Shares set to fall; EU summit eyed
10780,2012-01-30,European stock index futures signal early losses
10781,2012-01-30,Bookies see Europe stocks down ahead of EU summit
10782,2012-01-27,European shares slip to first weekly loss of 2012
10783,2012-01-27,European shares lower on Greece, US GDP jitters
10784,2012-01-27,European shares tick higher, charts show more gains
10785,2012-01-27,European shares edge higher, technicals positive
10786,2012-01-27,European shares edge lower, Greek debt talks eyed
10787,2012-01-27,Europe Factors-Shares set to trim Thursday's gains
10788,2012-01-27,European stock index futures point to lower open
10789,2012-01-27,Spreadbetters see European stocks falling early
10790,2012-01-26,European shares hit 6-month high on recovery hopes
10791,2012-01-26,European shares hit 6-month high on Fed, U.S. data
10792,2012-01-26,Dovish Fed helps European stocks revive rally
10793,2012-01-26,Fed statement gives European shares a push
10794,2012-01-26,European shares up on Fed statement; miners lead
10795,2012-01-26,European Factors-Shares set for gains on Fed rates pledge
10796,2012-01-26,Futures indicate European shares to open higher
10797,2012-01-25,European shares fall on Greece, earnings
10798,2012-01-25,European shares hit one-week closing low
10799,2012-01-25,European shares fall on nagging Greek debt fears
10800,2012-01-25,European shares extend losses as banks retreat
10801,2012-01-25,Ericsson leads European shares lower
10802,2012-01-25,RPT-European shares fall in early trade; Ericsson weighs
10803,2012-01-25,European shares fall in early trade; Ericsson weighs
10804,2012-01-25,European Factors-Equities to gain, focus on tech shares, Fed
10805,2012-01-25,Futures signal higher open for European equities
10806,2012-01-24,Worries over Greek default knock European stocks
10807,2012-01-24,European shares end lower on Greece concerns
10808,2012-01-24,Europe shares retreat from highs as Greece talks stall
10809,2012-01-24,Greek debt talks setback hits European shares
10810,2012-01-24,European shares hit by new Greek debt talks stumble
10811,2012-01-24,Europe Factors-Shares set to slip from near-six month high
10812,2012-01-24,Europe stock futures signal losses; Siemens eyed
10813,2012-01-24,Spreadbetters see Europe stocks halting rally
10814,2012-01-23,Banks push European shares to fresh 5-month high
10815,2012-01-23,Europe shares extend rally as euro zone banks gain
10816,2012-01-23,Buoyant banks help European stocks revive rally
10817,2012-01-23,European shares steady ahead of EU finmins meeting
10818,2012-01-23,European shares rise on Greek debt talk hopes
10819,2012-01-23,Europe Factors-Shares to open mixed, focus on Greece
10820,2012-01-23,Futures signal mixed open for European stocks
10821,2012-01-20,European shares extend winning run to five weeks
10822,2012-01-20,REFILE-Europe shares up for 5th week on economic optimism
10823,2012-01-20,European shares snap 4-day rally as Greek talks continue
10824,2012-01-20,European shares hit technical resistance
10825,2012-01-20,European shares fall; face technical resistance
10826,2012-01-20,European Factors-Shares to drift higher, focus on Greece
10827,2012-01-19,Banks lead 4th day of European share rally
10828,2012-01-19,Banks lead as European shares rally for 4th day
10829,2012-01-19,European shares climb as debt sales calm nerves
10830,2012-01-19,European shares up on technicals, Greek bond talks
10831,2012-01-19,REFILE-European shares advance on Greece hopes; banks lead
10832,2012-01-19,Europe Factors-Shares seen higher on IMF, Greece hopes
10833,2012-01-19,European shares seen up on Greece, IMF
10834,2012-01-19,European shares seen opening higher - bookies
10835,2012-01-18,European shares flat as Greek debt talks resume
10836,2012-01-18,European shares steady on Greek debt talk hopes
10837,2012-01-18,European shares recapture ground above resistance
10838,2012-01-18,European shares fall from highs, Tullow Oil slips
10839,2012-01-18,European shares retreat, Greece in focus again
10840,2012-01-18,Europe Factors-Shares seen steady ahead of Portugal debt sale
10841,2012-01-18,European stock index futures point to lower open
10842,2012-01-17,European shares hit 5-1/2-month high; autos race
10843,2012-01-17,European shares hit 5-1/2-month high on China data
10844,2012-01-17,European shares break through resistance on China
10845,2012-01-17,European shares break key level to hit 5-month high
10846,2012-01-17,European shares get China data boost in early trade
10847,2012-01-17,Europe Factors-Shares set to extend rally, resistance looms
10848,2012-01-17,European stock index futures signal early gains
10849,2012-01-17,Spreadbetters see Europe stocks extending rally
10850,2012-01-16,Carmakers drive up European shares
10851,2012-01-16,European shares end higher, led by autos
10852,2012-01-16,REFILE-Europe shares edge up; defensives offset weak banks
10853,2012-01-16,European shares inch up early, helped by defensives
10854,2012-01-16,European shares turns flat as defensives rise
10855,2012-01-16,European shares fall in wake of mass S&P downgrade
10856,2012-01-16,Europe Factors-Shares set to fall on S&P downgrade
10857,2012-01-16,Futures signal lower open for European stocks
10858,2012-01-13,European shares slip as S&P downgrades loom
10859,2012-01-13,European shares fall on sovereign downgrade talk
10860,2012-01-13,European shares extend falls on S&P downgrade talk
10861,2012-01-13,European shares fall on sovereign downgrade talk
10862,2012-01-13,European shares turn negative on S&P downgrade talk
10863,2012-01-13,Italian debt auction buoys European shares
10864,2012-01-13,European shares hold gains after Italian debt sale
10865,2012-01-13,European shares gain on Italian debt auction hopes
10866,2012-01-13,Euro STOXX 50 volatility index hits 5-month low
10867,2012-01-13,European shares gain; focus on Italian debt auction
10868,2012-01-13,Europe Factors-Shares seen rising ahead of Italy bond sale
10869,2012-01-13,Europe stock index futures point to higher open
10870,2012-01-13,Bookies see Europe stocks up; Italy bond sale eyed
10871,2012-01-12,Tesco leads European shares lower on profit warning
10872,2012-01-12,European shares close lower as Tesco falls 16 pct
10873,2012-01-12,European shares turn negative after weak US data
10874,2012-01-12,European shares pare gains after U.S. data
10875,2012-01-12,European shares hit 5-month high; ECB keeps rates
10876,2012-01-12,European shares hit 5-month high on Spanish auction
10877,2012-01-12,European shares rise after Spanish bond auction
10878,2012-01-12,RPT-European shares steady ahead of Spanish debt auction
10879,2012-01-12,Europe Factors-Stocks seen up ahead of Spain debt sale, ECB
10880,2012-01-12,Europe stock index futures signal early rebound
10881,2012-01-11,European shares fall from 5-month high on Fitch
10882,2012-01-11,European shares end down as technicals, Fitch weighs
10883,2012-01-11,European shares fall on Fitch comment, failed breakthrough
10884,2012-01-11,European shares extend losses on Fitch comments
10885,2012-01-11,European shares pull back after hitting 5-mth high
10886,2012-01-11,European shares edge lower; debt auctions eyed
10887,2012-01-11,Europe Factors-Shares set to trim Tuesday's gains
10888,2012-01-11,European stock index futures point to lower open
10889,2012-01-10,Autos power acceleration in European shares
10890,2012-01-10,European shares hit 1-wk closing high, autos race
10891,2012-01-10,Miners and banks lead European shares higher
10892,2012-01-10,European shares supported by Alcoa results
10893,2012-01-10,European shares led up by miners after Alcoa boost
10894,2012-01-10,Europe Factors-Stocks set to snap losing streak
10895,2012-01-10,Futures signal early rebound; SocGen eyed
10896,2012-01-09,Banks, earnings worries drag down European shares
10897,2012-01-09,European shares end lower, banks worst hit
10898,2012-01-09,Europe shares rise; Italian, Spain debt sale eyed
10899,2012-01-09,European shares flat ahead of U.S earnings season
10900,2012-01-09,European shares turn negative; GlaxoSmithKline down
10901,2012-01-09,European shares edge up in early trade; banks rise
10902,2012-01-09,European Factors-Shares seen slightly up on German data
10903,2012-01-09,Futures signal slight gains for European shares
10904,2012-01-06,European shares chalk up third week of gains
10905,2012-01-06,European shares up on U.S. non-farm payroll hopes
10906,2012-01-06,European shares edge up ahead of U.S. jobs data
10907,2012-01-06,European shares rise ahead of U.S. jobs data
10908,2012-01-06,Europe Factors-Shares to open higher, focus on U.S. jobs
10909,2012-01-06,Europe Factors-Shares seen steady ahead of U.S. jobs data
10910,2012-01-06,Europe Factors-Shares seen flat to lower; U.S. jobs data eyed
10911,2012-01-05,UniCredit leads European shares lower for 2nd day
10912,2012-01-05,UniCredit leads Europe shares down for second day
10913,2012-01-05,European shares pare losses after U.S. labour data
10914,2012-01-05,Banks drag European shares down
10915,2012-01-05,European stocks pulled lower by banks
10916,2012-01-05,European shares hit session low; banks weigh
10917,2012-01-05,European shares fall on French auction worries
10918,2012-01-05,European shares steady; French auction eyed
10919,2012-01-05,Europe Factors-Shares set to dip; France debt sale eyed
10920,2012-01-05,Europe stock futures mixed; France debt sale eyed
10921,2012-01-04,European shares fall on bank cap hike concerns
10922,2012-01-04,European shares halt 4-day run on bank worries
10923,2012-01-04,REFILE-Banks lead Europe shares lower on capital worries
10924,2012-01-04,European shares snap rally as banks fall
10925,2012-01-04,European shares snap 4-day rally
10926,2012-01-04,Europe Factors-Shares set to halt brisk 4-day rally
10927,2012-01-04,Europe stock index futures point to lower open
10928,2012-01-04,Spreadbetters see stocks halting four-day rally
10929,2012-01-03,European shares hit five-month high on upbeat data
10930,2012-01-03,European shares hit 5-month high on China, US data
10931,2012-01-03,European shares extend gains on upbeat U.S. data
10932,2012-01-03,European shares lifted by miners, at two-month high
10933,2012-01-03,European shares rise as China data boosts miners
10934,2012-01-03,REFILE-European shares build on 2-month high as miners rally
10935,2012-01-03,Europe Factors-Shares seen higher, commods in focus
10936,2012-01-03,European shares seen higher; commods eyed
10937,2012-01-03,European shares seen mixed, Britain's FTSE to jump
10938,2012-01-02,Europe shares hit 2-month high in anaemic volumes
10939,2012-01-02,European shares end higher in thin holiday trade
10940,2012-01-02,European shares start year on firm footing
10941,2012-01-02,European shares inch higher, gains seen limited
10942,2012-01-02,European shares inch higher after dismal year
10943,2012-01-02,Europe Factors-Shares seen lower as growth worries weigh
10944,2011-12-30,RPT-European shares post steepest annual fall in 3 yrs
10945,2011-12-30,...
10946,2011-12-30,CORRECTED-European shares post steepest annual fall in 3 yrs
10947,2011-12-30,...
10948,2011-12-30,European shares set for sharpest annual drop in 3 yrs
10949,2011-12-30,European shares inch higher, set to end year lower
10950,2011-12-30,European shares edge higher at end of dismal year
10951,2011-12-30,Europe Factors-Stocks seen up; set to post big 2011 loss
10952,2011-12-29,European shares lifted by U.S. data
10953,2011-12-29,European shares steady after Italy debt auction
10954,2011-12-29,European shares flat after Italy's debt auction
10955,2011-12-29,European shares inch up before Italy's debt sale
10956,2011-12-29,European shares edge higher, Italy debt sale eyed
10957,2011-12-29,Europe Factors-Shares set to rise ahead of Italian debt sale
10958,2011-12-29,Europe stock index futures signal early gains
10959,2011-12-28,European shares fall in light trade, auto stocks hit
10960,2011-12-28,European shares extend losses in thin volume
10961,2011-12-28,Italian debt auction buoys European shares
10962,2011-12-28,European shares rise on Italian debt auction
10963,2011-12-28,European shares halt rally as debt fears resurface
10964,2011-12-28,Europe shares turn negative, led by miners, banks
10965,2011-12-28,European shares inch higher in early trade
10966,2011-12-28,Europe Factors-Stock index futures signal lower open
10967,2011-12-27,European shares steady; Italian banks fall
10968,2011-12-27,European shares flat as Italian banks weigh
10969,2011-12-27,European shares climb in thin holiday trade
10970,2011-12-27,European shares edge higher in thin holiday trade
10971,2011-12-27,Europe Factors-Shares seen inching higher early
10972,2011-12-26,UPDATE 1-U.S. stores hope for "Mega Monday" of brisk sales
10973,2011-12-23,European shares end higher on U.S. data
10974,2011-12-23,European shares end week up on U.S. growth optimism
10975,2011-12-23,European shares extend gains in thin volumes
10976,2011-12-23,Europe shares extend rally in holiday-thin trade
10977,2011-12-23,European shares extend rally ahead of holiday break
10978,2011-12-23,Europe Factors-Shares set to rise ahead of holiday break
10979,2011-12-22,European shares rise on upbeat US data; banks gain
10980,2011-12-22,Banks lead European shares higher on cheap finance
10981,2011-12-22,European shares rise on U.S. data hopes
10982,2011-12-22,European shares rise early; pharmas hit 4-yr high
10983,2011-12-22,Europe shares rise early, led by euro zone banks
10984,2011-12-22,Europe Factors-Stocks set to edge higher early
10985,2011-12-22,European stock index futures signal early gains
10986,2011-12-22,Spreadbetters see Europe stocks edging higher
10987,2011-12-21,ECB tender worries push European shares lower
10988,2011-12-21,European shares end lower on ECB tender doubts
10989,2011-12-21,European shares fall as ECB tender rally fades
10990,2011-12-21,Europe stocks drift lower as bank rally peters out
10991,2011-12-21,ECB tender helps fuel European stocks recovery rally
10992,2011-12-21,Banks lead European shares up ahead of ECB tender
10993,2011-12-21,European shares extend early gains as banks rally
10994,2011-12-21,European shares rise in early trade; banks gain
10995,2011-12-21,European Factors-Shares set to extend gains
10996,2011-12-21,European stock index futures point to higher open
10997,2011-12-21,European shares set to gain - financial bookmakers
10998,2011-12-20,European shares rise on U.S. and German data boost
10999,2011-12-20,European shares end higher on strong data
11000,2011-12-20,European shares edge up; banks rise
11001,2011-12-20,Upbeat German Ifo helps European stocks bounce
11002,2011-12-20,Europe shares extend gains after German Ifo data
11003,2011-12-20,Europe shares turn flat as euro zone banks bounce
11004,2011-12-20,European shares slip in early trade
11005,2011-12-20,Europe Factors-Stocks set to inch lower at open
11006,2011-12-20,Europe stock index futures point to lower open
11007,2011-12-20,Bookies see Europe stocks inching lower
11008,2011-12-19,European shares edge up; defensives gain
11009,2011-12-19,European shares edge lower; miners fall
11010,2011-12-19,European shares erase gains in late trade
11011,2011-12-19,European shares bounce back in low volumes
11012,2011-12-19,European shares rise as defensives gain
11013,2011-12-19,CORRECTED-Europe shares drop on Kim Jong-il death
11014,2011-12-19,Europe shares briefly turn flat, defensives gain
11015,2011-12-19,Europe Factors-Shares set to drop; N.Korea adds to worries
11016,2011-12-19,Europe stock index futures signal sharp losses
11017,2011-12-19,Bookies see Europe stocks extending losses
11018,2011-12-16,European shares fall on downgrade worries
11019,2011-12-16,European shares post weekly loss since late Nov.
11020,2011-12-16,European shares up in thin trading as miners gain
11021,2011-12-16,Buoyant miners help lift European stocks
11022,2011-12-16,European shares rise early, led by miners
11023,2011-12-16,RPT-European Factors-Shares to gain, miners seen supporting
11024,2011-12-16,European Factors-Shares to gain, miners seen supporting
11025,2011-12-16,Futures signal higher open for European shares
11026,2011-12-15,European shares gain on technicals, data
11027,2011-12-15,European shares rise on Spanish auction, U.S. data
11028,2011-12-15,Europe shares up on bargain hunt; Old Mutual surges
11029,2011-12-15,European shares gain in technical buying, insurers up
11030,2011-12-15,European shares bounce, led by insurers
11031,2011-12-15,Europe Factors-Futures signal more losses, Credit Agricole eyed
11032,2011-12-15,Europe stock futures signal more losses
11033,2011-12-15,Bookies see Europe stocks halting sell-off
11034,2011-12-14,Europe shares at 2-week low on growth, downgrade fears
11035,2011-12-14,Growth worries drag European shares lower
11036,2011-12-14,European shares slip as Fed offers no new stimulus
11037,2011-12-14,European shares fall on lack of Fed stimulus
11038,2011-12-14,Europe Factors-Shares set to fall as Fed skips new stimulus
11039,2011-12-14,Europe stock futures signal losses; insurers eyed
11040,2011-12-14,Bookies see European stocks falling after Fed
11041,2011-12-13,European stocks get energy boost; end off highs
11042,2011-12-13,Stronger oils help European stocks to close higher
11043,2011-12-13,European shares edge higher; miners bounce
11044,2011-12-13,European shares stabilise as technicals support
11045,2011-12-13,European shares edge higher, led by autos
11046,2011-12-13,Europe Factors-Shares set to halt sell-off; Fed eyed
11047,2011-12-13,European stock index futures signal early bounce
11048,2011-12-13,Bookies see Europe stocks halting sell-off
11049,2011-12-12,European shares fall on EU summit deal scepticism
11050,2011-12-12,Europe shares in biggest 1-day fall for three weeks
11051,2011-12-12,European shares extend losses; led by financials
11052,2011-12-12,European shares fall as EU deal enthusiasm fades
11053,2011-12-12,Miners drag down Europe shares, EU deal-halo fades
11054,2011-12-12,European shares retreat as EU deal-halo fades
11055,2011-12-12,European Factors-Futures fall, signal lower open for equities
11056,2011-12-09,EU deal brings relief rally to European shares
11057,2011-12-09,European shares end higher on EU deal
11058,2011-12-09,European shares rally after EU deal
11059,2011-12-09,European shares extend gains, led by financials
11060,2011-12-09,European shares choppy, EU fails to inspire
11061,2011-12-09,RPT-European shares fall on EU summit disappointment
11062,2011-12-09,Europe Factors-Shares to extend losses as EU disappoints
11063,2011-12-09,Futures signal lower open for European shares
11064,2011-12-09,Bookies see lower open for European shares
11065,2011-12-08,European shares fall after Draghi disappoints
11066,2011-12-08,European shares slide to one-week closing low
11067,2011-12-08,European shares fall on Draghi comments
11068,2011-12-08,European shares up ahead of EU summit, ECB rate verdict
11069,2011-12-08,REFILE-European shares rise on rate cut and summit hopes
11070,2011-12-08,European shares rise on ECB rate cut, summit hopes
11071,2011-12-08,Europe Factors-Shares set to rise ahead of ECB, EU summit
11072,2011-12-08,European stock futures signal gains ahead of ECB
11073,2011-12-08,Bookies see Europe stocks up; ECB, EU summit eyed
11074,2011-12-07,European shares slip on EU debt summit doubts
11075,2011-12-07,European shares slip back; EU summit in focus
11076,2011-12-07,European shares turn negative on EU summit concern
11077,2011-12-07,European shares continue good run ahead of summit
11078,2011-12-07,European shares at 5-week high on summit optimism
11079,2011-12-07,EU summit hopes help European shares to advance
11080,2011-12-07,Europe factors-Shares to resume rally on EU summit hopes
11081,2011-12-07,European stock index futures point to higher open
11082,2011-12-07,Bookies see European stocks resume rally
11083,2011-12-06,European shares fall, profit warning hits Metro
11084,2011-12-06,European shares edge lower in choppy session
11085,2011-12-06,European shares steady on summit optimism
11086,2011-12-06,S&P downgrade warning knocks European shares
11087,2011-12-06,REFILE-European shares down on S&P warning
11088,2011-12-06,.
11089,2011-12-06,Europe Factors-Shares set to halt rally after S&P warning
11090,2011-12-06,Europe stock futures signal drop after S&P warning
11091,2011-12-06,Bookies see Europe stocks falling after S&P warning
11092,2011-12-05,Europe stocks hit 5-wk closing high on debt accord
11093,2011-12-05,European shares rise on Sarkozy-Merkel agreement
11094,2011-12-05,European shares extend gains on Merkel, Sarkozy comments
11095,2011-12-05,Europe stocks hit 5-wk high as Merkel,Sarkozy meet
11096,2011-12-05,European shares increase gains as banks rally
11097,2011-12-05,CORRECTED-Europe stocks rise as Merkel, Sarkozy meet
11098,2011-12-05,Europe shares extend rally as Sarkozy, Merkel meet
11099,2011-12-05,Europe Factors-Shares seen up on Italy measures, euro zone hopes
11100,2011-12-05,Futures signal higher open for European stocks
11101,2011-12-02,RPT-Europe shares record biggest weekly gain since 2008
11102,2011-12-02,Europe shares record biggest weekly gain since 2008
11103,2011-12-02,European shares gain on EU summit optimism
11104,2011-12-02,Europe shares set for biggest weekly gain in 3 yrs
11105,2011-12-02,Europe shares resume rally ahead of U.S. jobs data
11106,2011-12-02,Europe Factors-Shares on track for biggest weekly gain in 3 yrs
11107,2011-12-02,Futures signal higher open for European equities
11108,2011-12-01,European shares fall as investors book profits
11109,2011-12-01,European shares end lower as rally falters
11110,2011-12-01,European shares drift lower, technicals bearish
11111,2011-12-01,In stocks, volatility could be steady bet
11112,2011-12-01,European shares flat after strong debt sales
11113,2011-12-01,European shares turn higher after Spain bond auction
11114,2011-12-01,European shares slip back after Draghi comments
11115,2011-12-01,European shares slip back in cautious start to Dec
11116,2011-12-01,Europe Factors-Shares set to extend relief rally
11117,2011-12-01,European stock index futures signal more gains
11118,2011-12-01,Bookies see Europe stocks extending relief rally
11119,2011-11-30,European shares rise on cenbank liquidity boost
11120,2011-11-30,RPT-European shares rise on cenbank liquidity boost
11121,2011-11-30,European shares rise on cenbank liquidity boost
11122,2011-11-30,RPT-European shares surge on central banks liquidity move
11123,2011-11-30,European shares gain for 4th day; miners rise
11124,2011-11-30,European shares extend gains after China move
11125,2011-11-30,European shares snap 3-day rally as banks sink
11126,2011-11-30,Europe shares reverse 3-day rally as banks drop
11127,2011-11-30,Europe Factors-Shares to snap rally as S&P downgrades banks
11128,2011-11-30,Futures signal lower open for European equities
11129,2011-11-30,European shares to fall as S&P downgrades banks
11130,2011-11-29,European shares hit 1-wk high in low-volume rally
11131,2011-11-29,European shares ride low-volume rally to 1-wk high
11132,2011-11-29,European shares rise after Italian bond auction
11133,2011-11-29,Europe shares briefly turn positive in choppy trade
11134,2011-11-29,European shares slip on ratings agency worries
11135,2011-11-29,European shares halt rally on ratings agency concerns
11136,2011-11-29,RPT-Europe Factors-Rally cools off on ratings agency views
11137,2011-11-29,Europe Factors-Rally cools off on ratings agency views
11138,2011-11-29,Europe stock index futures signal early gains
11139,2011-11-28,European shares surge on debt crisis action optimism
11140,2011-11-28,European shares post biggest 1-day gain in a month
11141,2011-11-28,European shares extend gains on debt plan optimism
11142,2011-11-28,Europe shares jump as fresh debt crisis action looms
11143,2011-11-28,Europe shares rally on hopes of debt crisis action
11144,2011-11-28,Europe shares extend early gains, led by banks
11145,2011-11-28,European shares climb on hopes of debt crisis action
11146,2011-11-28,RPT-Europe factors-Shares to gain on crisis response hopes
11147,2011-11-28,Europe factors-Shares to gain on crisis response hopes
11148,2011-11-28,Futures signal higher open for European shares
11149,2011-11-28,European shares seen up on Italy aid hopes
11150,2011-11-25,European shares rebound on short-covering
11151,2011-11-25,European shares turn higher on PSI comments
11152,2011-11-25,Italy leads Europe shares lower after bond auction
11153,2011-11-25,Europe stocks extend losing run in broad retreat
11154,2011-11-25,European shares extend losses as miners drop
11155,2011-11-25,Europe shares pare early losses in choppy trade
11156,2011-11-25,European shares extend losing streak, led by miners
11157,2011-11-25,Europe Factors-Shares to fall for 7th day on euro zone woes
11158,2011-11-25,Futures signal lower open for European stocks
11159,2011-11-24,European shares fall on Merkel comments
11160,2011-11-24,European shares fall for sixth day
11161,2011-11-24,European shares rise on German optimism, bargains
11162,2011-11-24,European shares rise on German data, technicals
11163,2011-11-24,European shares trim gains on euro zone concerns
11164,2011-11-24,European shares up on technicals, bargain hunting
11165,2011-11-24,Europe Factors-Shares seen halting sharp sell-off
11166,2011-11-24,European stock index futures point to higher open
11167,2011-11-24,Bookies see Europe stocks halting sell-off
11168,2011-11-23,European shares fall on German auction, China data
11169,2011-11-23,European shares post lowest close in 7 weeks
11170,2011-11-23,European shares fall as German bond auction weighs
11171,2011-11-23,European shares hit 7-week lows; miners fall
11172,2011-11-23,Europe shares briefly turn positive; trading choppy
11173,2011-11-23,RPT-European shares hit 7-week low on China slowdown
11174,2011-11-23,European shares hit 7-week lows on China slowdown
11175,2011-11-23,Europe Factors-Shares seen extending losses on China data
11176,2011-11-23,Futures signal more losses for European equities
11177,2011-11-23,Bookies see European shares opening sharply lower
11178,2011-11-22,European shares close lower after Spanish debt auction
11179,2011-11-22,Banks lead European shares down on Spain debt auction
11180,2011-11-22,European shares extend losses after U.S. GDP
11181,2011-11-22,European shares rebound: sentiment stays fragile
11182,2011-11-22,Europe shares briefly turn negative on high yields
11183,2011-11-22,European shares bounce from weakness; banks gain
11184,2011-11-22,European shares bounce after sell-off; banks gain
11185,2011-11-22,Europe Factors-Shares set to halt sharp sell-off
11186,2011-11-22,Europe stock index futures signal slight bounce
11187,2011-11-22,Bookies see Europe stocks bouncing after sell-off
11188,2011-11-21,European shares fall on euro zone, US debt worries
11189,2011-11-21,Europe shares tumble on euro zone, US debt levels
11190,2011-11-21,European shares drop as debt fears rumble on
11191,2011-11-21,Europe shares hit 6-week low on debt fears
11192,2011-11-21,Europe shares extend losses after Moody's warning
11193,2011-11-21,European shares tumble to 6-week low on debt fears
11194,2011-11-21,Europe Factors-Shares set to fall on debt concerns
11195,2011-11-21,Futures signal lower open for European stocks
11196,2011-11-18,European shares fall, Merkel snubs call for action
11197,2011-11-18,Europe shares end lower on Merkel's comments
11198,2011-11-18,European shares fall on UK-German disagreement
11199,2011-11-18,Europe shares halt slide as euro rises
11200,2011-11-18,REFILE-European shares fall on debt yield worries
11201,2011-11-18,Europe shares fall early as debt yields spiral
11202,2011-11-18,Europe Factors-Shares to extend losses on euro zone woes
11203,2011-11-18,Futures signal more losses for European stocks
11204,2011-11-18,Bookies see European shares extending steep losses
11205,2011-11-17,European shares fall after weak debt auctions
11206,2011-11-17,Europe shares end lower on euro zone contagion fears
11207,2011-11-17,European shares hit 5-wk low on rising bond yields
11208,2011-11-17,European shares slip as bond yields rise
11209,2011-11-17,European shares extend falls ahead of bond auctions
11210,2011-11-17,European shares fall early; banks lower
11211,2011-11-17,Europe Factors-Shares set to fall after Wall St sell-off
11212,2011-11-17,Europe stock index futures signal early losses
11213,2011-11-17,Bookies see Europe stocks tracking Wall St sell-off
11214,2011-11-16,European shares steady on Italian cabinet formation
11215,2011-11-16,European shares drift higher on new Italian govt
11216,2011-11-16,European shares slip as bond yields surge again
11217,2011-11-16,European shares turn negative on bond yield worries
11218,2011-11-16,European shares extend gains; Italy, Spain rise
11219,2011-11-16,Europe shares rise on ECB bond buy, Italy's new gov't
11220,2011-11-16,Europe shares pare losses as Italian stocks rally
11221,2011-11-16,Europe shares fall for 3rd day on rising debt fears
11222,2011-11-16,Europe Factors-Shares set to fall on euro zone jitters
11223,2011-11-16,Europe stock index futures signal more losses
11224,2011-11-16,Bookies see Europe shares extend losing streak
11225,2011-11-15,Europe shares fall as French banks suffer
11226,2011-11-15,Europe shares dip as French bank stocks sink
11227,2011-11-15,Europe shares turn positive in wake of U.S. data
11228,2011-11-15,European shares extend falls as bond yields rise
11229,2011-11-15,Europe shares drop on rising debt fears
11230,2011-11-15,Europe shares briefly turn flat; defensives gain
11231,2011-11-15,European shares fall on nagging debt jitters
11232,2011-11-15,Europe Factors-Shares to drop on higher bond yields
11233,2011-11-15,Futures signal lower open for European stocks
11234,2011-11-14,European shares fall on record Italian bond yields
11235,2011-11-14,European shares fall as Italian debt worries weigh
11236,2011-11-14,European shares drop as Italian bond auction fails to assure
11237,2011-11-14,European shares extend losses led by financials
11238,2011-11-14,European shares trim losses after Italian auction
11239,2011-11-14,European shares down ahead of Italian bond auction
11240,2011-11-14,European shares gain further on euro zone hopes
11241,2011-11-14,Europe Factors-Shares set to extend rally on Italy, Greece
11242,2011-11-14,European stock index futures point to higher open
11243,2011-11-14,Bookies sees Europe shares up on Italy, Greece hopes
11244,2011-11-11,European shares rise on Italian debt hopes
11245,2011-11-11,REFILE-European shares edge up on Italian political hopes
11246,2011-11-11,European shares bounce back on political progress
11247,2011-11-11,European shares gain on progress in Italy, Greece
11248,2011-11-11,Europe Factors-Shares seen rising at open; Italy in focus
11249,2011-11-11,RPT-European stock index futures point to higher open
11250,2011-11-11,Bookies see Europe stocks rebounding at open
11251,2011-11-10,European shares finish lower on Italy fears
11252,2011-11-10,European shares end lower on euro zone jitters
11253,2011-11-10,European shares edge up on Italy, Greece govt hopes
11254,2011-11-10,European shares turn negative in choppy trade
11255,2011-11-10,Europe shares rise on hopes of political stability
11256,2011-11-10,Italy's shares rise on hopes of a new gov't soon
11257,2011-11-10,European shares fall; Italian bill auction eyed
11258,2011-11-10,Europe Factors-Shares set to sink on mounting Italian jitters
11259,2011-11-10,Europe stock index futures signal sharp losses
11260,2011-11-10,Bookies see Europe stocks extending sell-off
11261,2011-11-09,European shares hit as Italian debt risk surges
11262,2011-11-09,Europe shares fall as Italian bond yields top 7 pct
11263,2011-11-09,European shares sag as Italy debt worries eclipse Berlusconi
11264,2011-11-09,RPT-European shares extend falls on Italian uncertainty
11265,2011-11-09,European shares extend falls on Italian uncertainty
11266,2011-11-09,REFILE-Europe shares drop; all eyes on Italian yields
11267,2011-11-09,Europe shares turns negative; Italian stocks drop
