,data,headline
2675,"January 21, 2017",Angela Merkel will seek compromises with Donald Trump
2676,"January 20, 2017",‘This American carnage stops right here’
2677,"January 20, 2017",Germany warns Donald Trump to honor trade agreements
2678,"January 19, 2017",Theresa May’s high-stakes trade gamble
2679,"January 19, 2017",Australia ready to strike post-Brexit trade deal ‘very quickly’
2680,"January 19, 2017",Berlin prepares for Trump’s wrath
2681,"January 19, 2017",Jens Spahn: Wir müssen uns Trumps Fragen gefallen lassen
2682,"January 18, 2017","Hard Brexit is ‘wise,’ Norway says"
2683,"January 18, 2017",Britain’s Singapore threat
2684,"January 18, 2017",Boris Johnson: Countries ‘queuing up’ for post-Brexit trade deals
2685,"January 17, 2017",Sturgeon: Hard Brexit plans push Scots toward independence
2686,"January 17, 2017",The UK should stay in the customs union after Brexit
2687,"January 17, 2017",Theresa May: We’re leaving the single market
2688,"January 17, 2017",Germany: free trade’s reluctant champion
2689,"January 16, 2017",Scotland: Trump’s trade offer to the UK changes nothing
2690,"January 16, 2017",Global business leaders fear protectionism
2691,"January 16, 2017","UK trade deals could put EU in ‘very unfavorable position,’ Hungary warns"
2692,"January 16, 2017","US may lure more countries out of EU, says likely Trump envoy"
2693,"January 14, 2017",How Theresa May plans to reduce immigration after Brexit
2694,"January 13, 2017",Brexiteers’ Kiwi dreams
2695,"January 11, 2017",China trade conundrum
2696,"January 10, 2017",Chrystia Freeland to become Canada’s foreign minister
2697,"January 10, 2017",Boris Johnson on Trump team: They want a trade deal ‘fast’
2698,"January 10, 2017","Le Pen follows Trump’s lead, vows to bring car industry back to France"
2699,"January 10, 2017",Top Republican: UK ‘first in line’ for US trade deal
2700,"January 10, 2017",UK should prioritize Commonwealth trade: report
2701,"January 9, 2017",EU-New Zealand trade deal in ‘deep trouble’
2702,"January 6, 2017",Michel Barnier’s Brexit dream team
2703,"January 5, 2017",Former trade envoy: UK lacks skills to negotiate good Brexit deal
2704,"January 3, 2017",Trump picks Lighthizer to serve as US trade representative
2705,"January 3, 2017",Trump expected to pick Lighthizer for trade post
2706,"January 2, 2017",The party that’s pulling the Belgian left to the left
2707,"December 31, 2016",Policy winners and losers across Europe in 2016
2708,"December 30, 2016",Trump could face long path to US-UK trade deal
2709,"December 28, 2016","Lib Dems, top economist slam £24 billion Brexit saving claim"
2710,"December 26, 2016",Ex-BoE governor: Staying in single market ‘doesn’t make sense’
2711,"December 26, 2016",Trump aide told countries to use Brexit to steal trade
2712,"December 21, 2016",Commission proposes upgrading EU-Turkey trade relations
2713,"December 21, 2016",ECJ advocate-general: Trade deals require national parliaments’ approval
2714,"December 20, 2016",EU seeks to appease Erdoğan with trade deal
2715,"December 20, 2016",Nicola Sturgeon: It’s ‘democratically justifiable’ for UK to stay in single market
2716,"December 19, 2016",Peter Mandelson to advise London mayor on Brexit
2717,"December 19, 2016",EU extends economic sanctions against Russia
2718,"December 18, 2016",ExxonMobil helped defeat Russia sanctions bill
2719,"December 18, 2016",Liam Fox wary of transitional Brexit deal
2720,"December 16, 2016","Switzerland retreats from migration quotas, in lesson for Brexit"
2721,"December 16, 2016",Petro Poroshenko urges Dutch to sign EU-Ukraine agreement
2722,"December 16, 2016",Germany says Brexit deal might take longer than two years
2723,"December 16, 2016","WTO not Britain’s best option after Brexit, chancellor admits"
2724,"December 15, 2016",EU reaches deal on Ukraine trade pact
2725,"December 15, 2016","Brexit deal could take a decade and still fail, says UK ambassador"
2726,"December 15, 2016",Shifting political winds warp EU trade policy
2727,"December 14, 2016",Man who almost killed Canada trade pact named Belgian leader of the year
2728,"December 13, 2016",Trump adviser: President-elect could move fast on UK trade deal
2729,"December 13, 2016",MEPs slam Commission over US visas
2730,"December 13, 2016",Trump’s future chief of staff: No commitment to keeping Russia sanctions in place
2731,"December 13, 2016",EU strikes deal on stronger trade arsenal against China
2732,"December 13, 2016",Merkel: Sanctions against Russia over Ukraine must be extended
2733,"December 13, 2016",House of Lords: EU-UK trade deal will take more than 2 years
2734,"December 13, 2016",Labour to demand Brexit roadmap
2735,"December 12, 2016",Philip Hammond calls for transitional Brexit deal
2736,"December 12, 2016",China goes to war with EU and US on trading status
2737,"December 12, 2016",House of Lords: Britain should strike deal with Ireland
2738,"December 11, 2016",A new China emerges on trade battlefield
2739,"December 9, 2016",Dutch threaten Ukraine trade deal
2740,"December 9, 2016",The real Mr. Brexit
2741,"December 8, 2016",Data fight emerges as last big hurdle to EU-Japan trade deal
2742,"December 4, 2016",Boris Johnson balks at payments for EU market access
2743,"December 1, 2016","After the ‘CETA drama,’ toward a more democratic EU trade policy"
2744,"December 1, 2016",UK supermarkets: Hard Brexit puts food supplies at risk
2745,"November 30, 2016",Vietnam sends envoy to Wallonia to avoid trade clash
2746,"November 30, 2016",Tunisia’s (olive) oil rush
2747,"November 29, 2016",Moldova PM to Brussels: We still love EU
2748,"November 29, 2016",Hungary calls for ‘immediate’ EU accession talks for Balkans
2749,"November 29, 2016",Luxembourg PM: UK can’t have cake and eat it
2750,"November 29, 2016",Britain wants ‘continuity’ in EU trade agreements
2751,"November 28, 2016",EU claims ‘major win’ in Boeing subsidy case
2752,"November 28, 2016",UK government faces hard Brexit legal challenge
2753,"November 28, 2016",Hard Brexit to hurt almost all sectors of Brit economy: report
2754,"November 25, 2016",Germany’s Chinese investment problem
2755,"November 23, 2016",Poroshenko travels to Brussels for reassurance on trade
2756,"November 23, 2016",UK watchdog raps government over Nissan deal
2757,"November 23, 2016",Uber case on hold over Le Pen fears
2758,"November 20, 2016",Tory MPs demand UK leaves EU single market post Brexit
2759,"November 18, 2016",Theresa May: Britain on track to start Brexit talks
2760,"November 17, 2016",Obama and Merkel tell Trump not to ditch EU trade deal
2761,"November 16, 2016",Italy: UK’s lack of Brexit strategy ‘unacceptable’
2762,"November 16, 2016",Eurogroup chief: Boris Johnson’s Brexit vision ‘impossible’
2763,"November 15, 2016",Beef farmers stick knives into EU trade agenda
2764,"November 14, 2016",Theresa May’s Donald problem
2765,"November 14, 2016",EU must claw back its trade powers to set global standards
2766,"November 11, 2016",EU nears potential breakthrough on tougher China tariffs
2767,"November 11, 2016",Trump will quit TPP in first days
2768,"November 10, 2016","Donald Trump to Theresa May: UK is a ‘very, very special place for me’"
2769,"November 9, 2016",Europe fears end of liberal Western economic order
2770,"November 9, 2016",Europe to Trump: Don’t give up on free trade
2771,"November 9, 2016",Europe’s leaders try reaching out to Trump
2772,"November 9, 2016",Europe’s China trade pickle
2773,"November 8, 2016",May’s trade ambitions hit Indian immigration impasse
2774,"November 7, 2016","Brexit vote was about single market, says Cameron adviser"
2775,"November 7, 2016",Migrant visa spat overshadows May’s India trade visit
2776,"November 7, 2016",Irish economy to shrink 4% after ‘hard Brexit’: report
2777,"November 7, 2016",Russia’s boom (farming) economy
2778,"November 6, 2016",Theresa May: UK already has good visa system for Indians
2779,"November 6, 2016",Theresa May goes to India
2780,"November 4, 2016",Commission inquires about UK’s offer to Nissan
2781,"November 4, 2016",Ex-trade commissioner: Jean-Claude Juncker has no backbone
2782,"November 1, 2016",Sigmar Gabriel’s mission to halt China’s investment spree
2783,"October 31, 2016",Rolls-Royce accused of making secret payments to secure deals
2784,"October 31, 2016",Dutch government delays Ukraine trade deal decision
2785,"October 30, 2016",EU and Canada win a trade battle — but not the war
2786,"October 30, 2016","Messy, perhaps, but a victory for EU in Canada trade pact"
2787,"October 30, 2016",EU and Canada sign delayed CETA trade accord
2788,"October 30, 2016",Greg Clark: UK promised Nissan to push for tariff-free Brexit
2789,"October 29, 2016",Belgium officially signs CETA agreement
2790,"October 28, 2016","EU, Canada to sign trade accord Sunday"
2791,"October 28, 2016",‘Buccaneer’ Brexit strategy has farmers worried
2792,"October 28, 2016",Nissan got written post Brexit guarantees from UK
2793,"October 27, 2016",‘White smoke’ on EU-Canada trade deal breakthrough
2794,"October 27, 2016",Belgium’s Walloons cave on EU-Canada trade deal
2795,"October 27, 2016",Justin Trudeau cancels Brussels trip after CETA breakdown
2796,"October 27, 2016",Labour sets out plans for post-Brexit economy
2797,"October 26, 2016",Liam Fox seeks quick EU deal to avoid ‘Wallonian problem’
2798,"October 26, 2016",Influencers split on member countries’ power in trade deals
2799,"October 26, 2016",Canada hopes for 11th-hour deal to save trade pact
2800,"October 25, 2016",Wallonia’s weak spot as an ethical trade champion: guns
2801,"October 25, 2016",Belgian deputy PM lashes out at Wallonia trade deal block
2802,"October 25, 2016",Brits prefer tight borders over single market access: poll
2803,"October 24, 2016",Europe’s trade genie is out of the bottle
2804,"October 24, 2016",Wallonia sends EU trade policy back to the drawing board
2805,"October 24, 2016",Theresa May on the need for EU free trade deal: ‘I agree’
2806,"October 24, 2016","Belgium can’t sign EU-Canada trade deal, says Charles Michel"
2807,"October 24, 2016",Wallonia rejects EU-Canada trade deal ultimatum
2808,"October 24, 2016",EU countries to pay higher tariffs than UK after Brexit: report
2809,"October 23, 2016",Belgium faces Monday deadline for CETA
2810,"October 22, 2016",Martin Schulz confident EU-Canada deal can be signed
2811,"October 22, 2016",Martin Schulz in last-ditch effort to save CETA
2812,"October 21, 2016",Romania to push for visa deal despite Canada trade deal roadblock
2813,"October 21, 2016",EU stops short of backing Commission on strong trade defenses
2814,"October 21, 2016",Canadian minister: EU trade talks have failed
2815,"October 21, 2016",Meet Monsieur Magnette: The man who made Canada weep
2816,"October 21, 2016",Wallonia digs in over investment court in Canada deal
2817,"October 21, 2016",Romania reaches visa deal with Canada: report
2818,"October 20, 2016",Wallonia’s Magnette says still room to negotiate CETA
2819,"October 20, 2016",Wallonia’s Magnette wants more concessions over Canada trade
2820,"October 20, 2016",EU closes in on deal with Wallonia on Canada trade
2821,"October 20, 2016",Flemish nationalists hamstrung by Belgium’s trade fiasco
2822,"October 20, 2016",In defense of the Walloons
2823,"October 20, 2016",Britain thwarts EU hopes of tougher trade stance on China
2824,"October 20, 2016",Brexit minister: UK will strike trade deal ‘parallel’ to Article 50 process
2825,"October 19, 2016",How the EU threw away its trade powers
2826,"October 19, 2016",Australia pivots to the EU
2827,"October 19, 2016",Belgian FM’s Twitter account hacked amid rising tensions over CETA
2828,"October 19, 2016",EU ambassador: CETA hasn’t killed Australia trade deal hopes
2829,"October 18, 2016",Defiant Wallonia rejects deadline to save EU-Canada deal
2830,"October 17, 2016",Martin McGuinness: Brexit a ‘disaster’ for Northern Ireland
2831,"October 17, 2016","Nick Clegg: Chocolate, cheese prices will soar after hard Brexit"
2832,"October 17, 2016",China trade tests UK’s clout in Europe post-Brexit
2833,"October 16, 2016",Theresa May’s first trade mission will be to India
2834,"October 15, 2016","Opponents of EU trade deals with US, Canada rally in France"
2835,"October 14, 2016",Walloon parliament rejects CETA deal
2836,"October 14, 2016",Theresa May’s Brexit war cabinet
2837,"October 13, 2016",Walloon revolt against Canada deal torpedoes EU trade policy
2838,"October 12, 2016",UK looking at ways to cut cost of leaving EU customs union
2839,"October 12, 2016",French MEP refused entry into Canada
2840,"October 12, 2016",Loud Russia sanctions critics less harmed: report
2841,"October 12, 2016",Leaving customs union to cost UK £25 billion a year
2842,"October 11, 2016",George Osborne: Don’t forget neighbors in trade talks
2843,"October 9, 2016",UK companies won’t have to list foreign workers
2844,"October 8, 2016",British business pleads against ‘hard Brexit’
2845,"October 8, 2016",François Hollande scraps Poland visit after Airbus sale talks collapse
2846,"October 8, 2016",Trump adviser: UK to get free-trade deal before EU
2847,"October 7, 2016",SHARAN BURROW
2848,"October 7, 2016",The women who shape Brussels in 2016 — The ranking
2849,"October 6, 2016","Forget Brussels, Brexit’s toughest battleground is the WTO"
2850,"October 6, 2016",Angela Merkel: No exception for Britain on freedom of movement
2851,"October 6, 2016","‘Hard Brexit’ would cost Scotland 80,000 jobs, billions"
2852,"October 4, 2016",Warsaw’s heavy metal woes
2853,"October 3, 2016",Fox convinced Brexit means out of the single market
2854,"October 1, 2016",World trade leaders dread a Trump presidency
2855,"September 30, 2016",Nissan investment in doubt over Brexit
2856,"September 29, 2016",Liam Fox: Europe will suffer if Britain is punished over Brexit
2857,"September 28, 2016",Günther Oettinger: Donald Trump would be ‘bad president’
2858,"September 27, 2016",Brexit revives stalled Japan-EU trade deal
2859,"September 27, 2016",WTO cuts global trade forecast
2860,"September 23, 2016",Europe nears trade deal with Canada
2861,"September 23, 2016",Wolfgang Schäuble offers Boris Johnson an EU lesson
2862,"September 23, 2016","Minister: Austria, France want US trade deal do-over"
2863,"September 22, 2016",US claims ‘sweeping victory’ in Airbus subsidy case
2864,"September 22, 2016",Airbus poised for hit over EU subsidies
2865,"September 22, 2016",Joe Biden: Ukraine must reform or EU may lift Russia sanctions
2866,"September 21, 2016",5 big questions for trade ministers meeting in Bratislava
2867,"September 21, 2016",Why Europe secretly roots for Donald Trump
2868,"September 20, 2016","9,000 take part in Brussels anti-trade rally"
2869,"September 20, 2016",Freihandels-Gegner schlachten ihre goldene Gans
2870,"September 19, 2016",Theresa May: We’ll get a trade deal
2871,"September 19, 2016",EU trade policy back on the rails after crunch German vote
2872,"September 18, 2016",Battle of Wolfsburg will determine EU’s fate as trade power
2873,"September 17, 2016",Germans brave rain to protest trade deals
2874,"September 16, 2016",Anti-trade campaigners slaughter their golden goose: TTIP
2875,"September 15, 2016",Theresa May’s nuclear power play short circuits
2876,"September 15, 2016",UK’s man in Brussels says we’re ready to trade
2877,"September 15, 2016",EU extends Russia sanctions over Ukraine
2878,"September 15, 2016",Theresa May gives Hinkley the green light
2879,"September 14, 2016",Nick Clegg: Tories blocking deal for UK to stay in single market
2880,"September 13, 2016",Old media strikes back in copyright fight
2881,"September 13, 2016",Tusk urges Europe’s leaders to heed Brexit lessons
2882,"September 13, 2016",Spats over public contracts poisoned US-EU trade deal
2883,"September 13, 2016",Fertilizer hits the fan
2884,"September 12, 2016","TTIP Lite, less filling — but tastes great?"
2885,"September 10, 2016",EU countries eye potential share of Apple windfall
2886,"September 10, 2016","Mediterranean Europe: More spending, please"
2887,"September 10, 2016",Liam Fox: UK government won’t protect the ‘lazy and fat’
2888,"September 9, 2016","Big Brexit, little chancellor"
2889,"September 8, 2016",Former WTO boss attacks ‘total confusion’ over Brexit
2890,"September 8, 2016",European Parliament chooses Brexit negotiator
2891,"September 6, 2016",Europe’s Korea trade deal hits turbulence
2892,"September 5, 2016",Angry French truckers strike over migrant threat
2893,"September 4, 2016",EU erects defenses against China’s bloated steel industry
2894,"September 4, 2016",Apple CEO: EU ‘intentionally misleading’ on taxes
2895,"August 31, 2016",Apple and the need for an EU-US reboot
2896,"August 31, 2016",Norwegian airline clouds open skies
2897,"August 30, 2016","In Apple case, Europe thinks different"
2898,"August 30, 2016",French minister calls for halt to TTIP talks
2899,"August 29, 2016",Bitter German Socialist autumn threatens EU trade policy
2900,"August 28, 2016",Sigmar Gabriel: Trade talks between EU and US ‘have failed’
2901,"August 23, 2016","Tory dream of a short, sharp Brexit"
2902,"August 19, 2016",Carmaker blames Brexit for cuts to working hours in Germany
2903,"August 18, 2016","Brexit is ‘fabulous’ for France, says Bruno Le Maire"
2904,"August 16, 2016",Attack of the killer tomatoes
2905,"August 16, 2016",Theresa May calls for strengthened UK-China trade ties
2906,"August 15, 2016",Bundesbank: Germany will ease through Brexit uncertainty
2907,"August 14, 2016",Brexit could be delayed to end of 2019: report
2908,"August 10, 2016",Study: Brexit will hit German economy harder than rest of eurozone
2909,"August 10, 2016",Peter Mandelson: UK has no choice but to preserve China relationship
2910,"August 10, 2016",Membership of single market worth 4 percent GDP to UK: report
2911,"August 10, 2016",Hinkley: 7 things to know about Theresa May’s first big test
2912,"August 9, 2016",Norway dampens UK hopes on post-Brexit status
2913,"August 8, 2016","Napoleon blocked sugar cane, Brexit brings it back"
2914,"August 2, 2016",EU trade policy ‘close to death’ if Canada deal fails
2915,"July 29, 2016",David Cameron gives Theresa May £18bn Hinkley headache
2916,"July 27, 2016",Vestager gets mugged by Brussels reality
2917,"July 26, 2016",Liam Fox: UK will probably seek free trade deal with EU
2918,"July 26, 2016",Spain gets Chinese relief to Russian trade woes
2919,"July 25, 2016","VW is winning, at least in Europe"
2920,"July 24, 2016",Donald Trump says EU exists to compete with US
2921,"July 24, 2016",G20 ready to take action to support economic growth
2922,"July 20, 2016",EU shakes up trade arsenal to unpick China puzzle
2923,"July 19, 2016",Margrethe Vestager’s green shocker
2924,"July 19, 2016",EU row over China trade
2925,"July 19, 2016",Meet Team Brexit: Theresa May
2926,"July 14, 2016",How Trump and Clinton teamed up to sink trade
2927,"July 14, 2016",The man who killed TTIP
2928,"July 13, 2016",EU demands Chinese steel plant closures
2929,"July 12, 2016","Brexit deal could take six years, says UK foreign minister"
2930,"July 10, 2016",Is free trade dead?
2931,"July 8, 2016",Missile defense advances to better protect Europe
2932,"July 7, 2016","Herman Van Rompuy to UK: Want single market, accept free movement"
2933,"July 7, 2016",The most important free trade agreement you’ve never heard of
2934,"July 6, 2016",Oliver Letwin: Britain faces Brexit negotiator shortage
2935,"July 5, 2016",‘Credibility of Europe’s trade policy at stake’
2936,"July 5, 2016",EU performs U-turn over Canada trade deal
2937,"July 4, 2016",Argentina is ‘back in the world’
2938,"July 4, 2016",Alain Juppé: British single market access up for negotiation
2939,"July 4, 2016","Osborne to slash corporation tax, add trade focus"
2940,"July 3, 2016",Trigger-happy leaders can’t find sanctions off-switch
2941,"July 1, 2016",EU extends economic sanctions on Russia through next year
2942,"June 30, 2016",German business faces Brexit dilemma
2943,"June 29, 2016",Brexit pushes US closer to Germany
2944,"June 28, 2016",US House Speaker calls for post-Brexit trade deal with UK
2945,"June 27, 2016",Boris Johnson: Negative Brexit consequences ‘wildly overdone’
2946,"June 26, 2016",‘A midsummer night’s nightmare’ for European trade
2947,"June 25, 2016",Elusive privacy shield deal makes a choppy landing
2948,"June 24, 2016",Moody’s warns on UK credit rating
2949,"June 24, 2016",EU politicians call for swift UK divorce that maintains trade ties
2950,"June 24, 2016",Forging trade ties critical to UK’s future
2951,"June 24, 2016","Post Brexit, UKIP wants tariff-free access to EU single market"
2952,"June 23, 2016",The European Aviation Network – Powering Europe’s innovation
2953,"June 23, 2016",The bright side of Brexit? A US-UK trade deal
2954,"June 23, 2016","Mogherini shakes up staff, mission"
2955,"June 22, 2016",Brexit could cost Jaguar £1 billion: report
2956,"June 21, 2016",EU takes first step toward extending Russia sanctions
2957,"June 21, 2016",Michael Bloomberg: Brexit not worth the risk
2958,"June 20, 2016",Switzerland fears it will be a Brexit loser
2959,"June 20, 2016","New Western frontier, conquered by China"
2960,"June 18, 2016",Emmanuel Macron: Brexit would leave UK like Guernsey
2961,"June 17, 2016",EU extends sanctions targeting Crimea after Russian annexation
2962,"June 16, 2016",Jean-Claude Juncker: ‘We must talk with Russia’
2963,"June 14, 2016",Dita Charanzová: pioneering digital Europe
2964,"June 13, 2016",Germany is the world’s third biggest weapons exporter
2965,"June 12, 2016",‘I’ll pull UK out of the single market after Brexit’
2966,"June 10, 2016",POLITICO Pro Morning Trade: Merkel lowers expectations for TTIP — UK exports to the EU on the rise
2967,"June 9, 2016",Brexit would hit the Dutch economy hard: report
2968,"June 9, 2016",POLITICO Pro Morning Trade: France’s tough post-Brexit plan — Debate on trade defense
2969,"June 8, 2016",France’s plan for a bloody Brexit
2970,"June 8, 2016",The EU tries to grab all the cheese
2971,"June 8, 2016",POLITICO Pro Morning Trade: Mogherini in Canada — Malmström’s new trade victory
2972,"June 7, 2016",Commission suggests using trade to pressure African states on migration
2973,"June 7, 2016",POLITICO Pro Morning Trade: CETA legal opinion delay — TTIP telecom talk
2974,"June 6, 2016",POLITICO Pro Morning Trade: TTIP advisor complains — EU might expand TiSA offer
2975,"June 3, 2016",Russian steel firms denounce Commission ‘bullying’
2976,"June 3, 2016","POLITICO Pro’s Morning Trade, presented by Avaaz: TTIP endgame tales — TiSA update from Geneva"
2977,"June 2, 2016",Jeremy Corbyn vows to kill TTIP
2978,"June 2, 2016","POLITICO Pro’s Morning Trade, presented by Avaaz: CETA decision pushed into July? — TiSA Ministerial talks"
2979,"June 1, 2016","POLITICO Pro’s Morning Trade, presented by Avaaz: ‘No debate’ about changing TTIP mandate — Trade priorities of Slovak Presidency"
2980,"May 31, 2016",German foreign minister: Ease Russia sanctions ‘step-by-step’
2981,"May 31, 2016",Malmström: No agreement this year ‘doesn’t mean death of TTIP’
2982,"May 31, 2016",POLITICO Pro’s Morning Trade: German activists to sue over Canada trade deal — Mexico talks trade
2983,"May 30, 2016",Jean-Claude Juncker wants EU leaders to reconfirm TTIP support
2984,"May 30, 2016",EU and US trade sharp words on TTIP
2985,"May 30, 2016",POLITICO Pro’s Morning Trade: TTIP drama — EU struggles over China
2986,"May 30, 2016",Jean-Claude Juncker’s Russia trip raises red flags
2987,"May 30, 2016",EU shifts against lower trade barriers with China
2988,"May 27, 2016",POLITICO Pro’s Morning Trade: TiSA talks kick off — G-7 talk trade
2989,"May 26, 2016",POLITICO Pro’s Morning Trade: TiSA leaks — BEUC pitches watchdog for EU trade deals
2990,"May 25, 2016",Brexit could add two years to UK austerity: think tank
2991,"May 25, 2016",POLITICO Pro’s Morning Trade: New TTIP proposal on drugs — INTA approves Tunisia funds
2992,"May 24, 2016","France ignores EU sanctions list, grants visa to banned Russian minister"
2993,"May 24, 2016",POLITICO’s Pro Morning Trade: EU to overhaul Mexico trade deal
2994,"May 23, 2016",Obama pivots to Asian damage control
2995,"May 23, 2016","POLITICO Pro’s Morning Trade: Austrian election headache for trade — G7 to discuss TTIP, China and Russia"
2996,"May 23, 2016",UK Treasury: Brexit means ‘shock’ recession
2997,"May 22, 2016",Commission expected to approve beer mega-merger
2998,"May 20, 2016",POLITICO Pro’s Morning Trade: CETA ‘coming next year’ — Russia sanctions to be extended
2999,"May 19, 2016",POLITICO Pro’s Morning Trade: Next TTIP round in second July week — A push for EU-wide investor-state arbitration
3000,"May 18, 2016",POLITICO Pro’s Morning Trade: Belgium to hear Malmström on TTIP again — Weak exports could trigger economic slowdown
3001,"May 17, 2016",POLITICO Pro’s Morning Trade: US Chamber lambasts Hollande — Poll: Majority of Europeans still back TTIP
3002,"May 17, 2016",Big picture benefits of a transatlantic trade deal
3003,"May 16, 2016","POLITICO Pro’s Morning Trade: Ministers to review TTIP in September — Bulgaria, Romania get serious on CETA"
3004,"May 13, 2016",Germany and France call for boosting trade defense
3005,"May 13, 2016",POLITICO Pro’s Morning Trade: Germany and France push for better trade defense — Mercosur doesn’t give up on beef
3006,"May 12, 2016",Parliament vote urges Commission to reject market economy status for China
3007,"May 12, 2016",POLITICO Pro’s Morning Trade: TTIP bogged down in feta cheese — CETA will be a ‘mixed agreement’
3008,"May 12, 2016",Transatlantic trade deal could be bogged down … by Feta cheese
3009,"May 11, 2016",WHO’s strategy to put Big Tobacco ‘out of business’
3010,"May 11, 2016","POLITICO Pro’s Morning Trade: No new procurement offer — MEPS, Commission: Get tough on China"
3011,"May 10, 2016",MEPs call for tougher trade measures
3012,"May 10, 2016",POLITICO Pro’s Morning Trade: China market economy status blues — WTO struggles with AG subsidies
3013,"May 9, 2016",POLITICO Pro’s Morning Trade: Moscow’s TTIP concerns — Obama warns of losing influence to China
3014,"May 9, 2016",Moscow wary of TTIP talks
3015,"May 6, 2016",POLITICO Pro’s Morning Trade: A beef with Mercosur — Asia’s Trump concerns
3016,"May 5, 2016",POLITICO Pro’s Morning Trade: What Trump means for Europe — TTIP’s political problems
3017,"May 4, 2016",POLITICO Pro’s Morning Trade: No food deal at EU-Japan dinner — Brexit ‘a risk for small business’
3018,"May 3, 2016",Foie gras prices could skyrocket by Christmas
3019,"May 3, 2016",François Hollande: ‘No’ to TTIP at this stage
3020,"May 3, 2016",POLITICO Pro’s Morning Trade: TTIP leaks allegations rebuffed — China calls EU’s steel surveillance ‘protectionism’
3021,"May 2, 2016",TTIP leaks show EU-US struggles over cars and food
3022,"May 2, 2016",Leaked TTIP documents reveal ‘irreconcilable’ differences
3023,"May 2, 2016","POLITICO Pro’s Morning Trade: Greenpeace leaks TTIP documents — Ambitious deal still possible, says U.S."
3024,"April 29, 2016",POLITICO Pro’s Morning Trade: EU flexes muscles on food protection in TTIP — Wallonians reject CETA
3025,"April 28, 2016",Boris Johnson’s economic adviser launches pro-Brexit campaign
3026,"April 28, 2016",POLITICO Pro’s Morning Trade: US business lobby calls for more TTIP optimism — Turkey wants in on deal
3027,"April 27, 2016",POLITICO Pro’s Morning Trade: TTIP benefits for small firms — Declining hopes for engineering chapter
3028,"April 26, 2016",EU trade deal after Brexit would take more than 2 years: UK MPs
3029,"April 26, 2016",POLITICO Pro’s Morning Trade: Public procurement punches thrown — TTIP ‘lots of risk and no benefit’ for UK
3030,"April 25, 2016","Froman, Malmström go toe to toe on TTIP procurement"
3031,"April 25, 2016",POLITICO Pro’s Morning Trade: Merkel: ‘We should hurry up’ with TTIP — Obama defends ISDS
3032,"April 24, 2016",Obama ‘confident’ on TTIP as clock runs down
3033,"April 24, 2016",Obama warns UK a post-Brexit trade deal could take 10 years
3034,"April 23, 2016",Protesters slam TTIP in Germany ahead of Obama visit
3035,"April 23, 2016",Trade backers hope for ‘watershed’ Obama visit
3036,"April 22, 2016",9 takeaways from Barack Obama’s Brexit intervention
3037,"April 22, 2016",Barack Obama: UK goes to ‘back of the queue’ on trade deals
3038,"April 22, 2016",Barack Obama to UK: ‘Going it alone’ means no quick trade deal
3039,"April 22, 2016",POLITICO Pro’s Morning Trade: Fears of TTIP lite — EU and Indonesia move towards trade talks
3040,"April 21, 2016",Dramatic decline in German and US support for TTIP: survey
3041,"April 21, 2016","POLITICO Pro’s Morning Trade: TTIP-skepticism on the rise — Ain’t no better deal with Canada, Freeland says"
3042,"April 20, 2016",POLITICO Pro’s Morning Trade: Clinton wants to reform ISDS — France threatens to stop TTIP talks
3043,"April 19, 2016",Michael Gove: Remaining in EU like ‘voting to be hostages’
3044,"April 19, 2016",POLITICO Pro’s Morning Trade: Mercosur battle gets nasty — Meager outcome of steel talks
3045,"April 18, 2016","POLITICO Pro’s Morning Trade: EU, US wrangling over regulations — Brexit ‘will completely kill’ UK trade"
3046,"April 15, 2016","POLITICO Pro’s Morning Trade, presented by CEFIC: Let’s talk meat import concerns, Argentina says — Romanian muscle-flexing"
3047,"April 14, 2016","POLITICO Pro’s Morning Trade, presented by CEFIC: EU-Japan summit postponed over AG dispute — UK manufacturers warn of Brexit"
3048,"April 13, 2016","POLITICO Pro’s Morning Trade, presented by CEFIC: Number games on TTIP services — EU-Mercosur offer leaked"
3049,"April 12, 2016","POLITICO Pro’s Morning Trade, presented by CEFIC: EU countries lash out at Mercosur — Warning of ‘Pyrrhic victory’ in TTIP talks"
3050,"April 11, 2016",Tata Steel sells Scunthorpe plant to Greybull Capital
3051,"April 11, 2016","POLITICO Pro’s Morning Trade, presented by CEFIC: TTIP’s ‘last chance’ nears — Parliament pushes on China"
3052,"April 11, 2016",‘Last chance’ for transatlantic trade pact
3053,"March 31, 2016",Eurostat: US regaining trade market share in EU
3054,"March 18, 2016",Malmström defends EU exceptions request in TTIP talks
3055,"March 15, 2016",Why the nuclear deal hasn’t softened Iran’s hard-line policies
3056,"March 11, 2016","French trade minister: US must move, or TTIP is dead"
3057,"March 8, 2016",5 options for post-Brexit trade with Europe
3058,"March 7, 2016",Cecilia Malmström finds her trade groove
3059,"March 3, 2016",BMW gives UK employees a steer on Brexit
3060,"March 2, 2016",EU to study tougher North Korea sanctions
3061,"February 29, 2016",EU and Canada revive stalled trade deal
3062,"February 26, 2016","EU, US claim TTIP progress, but sticking points remain"
3063,"February 26, 2016",Damage control after Morocco suspends EU ties
3064,"February 25, 2016",US trade negotiator: We don’t want ‘TTIP lite’
3065,"February 25, 2016",5 things to watch on TTIP
3066,"February 16, 2016",An Eastern European frozen conflict the EU got right
3067,"February 16, 2016",How strong should customer authentication be?
